"code_module","code_presentation","id_student","id_site","date","sum_click"
"DDD","2014B",611377,772705,95,1
"BBB","2014B",2372088,768348,10,2
"CCC","2014B",494919,729680,220,9
"FFF","2014B",539444,779076,192,2
"FFF","2014B",572870,779427,-18,2
"EEE","2014B",630047,790828,107,6
"GGG","2014B",380894,798620,125,8
"EEE","2014B",631356,790732,180,2
"FFF","2014B",630912,779647,0,1
"FFF","2014B",600893,779075,13,1
"DDD","2014B",963176,772705,105,3
"BBB","2014B",537698,768351,119,3
"CCC","2014B",626862,730014,189,1
"CCC","2014B",507034,729671,54,1
"EEE","2014B",611502,790732,89,2
"FFF","2014B",621971,779645,213,1
"FFF","2014B",621881,779075,212,1
"CCC","2014B",2498388,729671,25,10
"FFF","2014B",623924,779347,38,4
"FFF","2014B",633504,779075,7,1
"BBB","2014B",2590564,768402,74,1
"FFF","2014B",255878,779262,208,77
"EEE","2014B",1861830,790845,123,15
"FFF","2014B",506038,779671,144,2
"BBB","2014B",622345,768348,23,7
"DDD","2014B",630774,773160,13,1
"EEE","2014B",601211,790738,38,1
"CCC","2014B",585393,729683,4,7
"EEE","2014B",575162,790808,18,1
"FFF","2014B",601735,779259,34,2
"FFF","2014B",598113,779521,176,2
"FFF","2014B",378809,779429,86,1
"FFF","2014B",545741,779440,119,11
"FFF","2014B",550903,779076,116,1
"CCC","2014B",584940,729671,16,1
"CCC","2014B",629766,730016,0,1
"BBB","2014B",1406920,768376,44,1
"DDD","2014B",517864,772733,16,3
"EEE","2014B",625174,790732,33,2
"EEE","2014B",2472178,790922,18,2
"FFF","2014B",2176759,779080,-11,2
"BBB","2014B",233095,768425,194,1
"FFF","2014B",624556,779089,49,4
"CCC","2014B",607966,729790,39,1
"FFF","2014B",584842,779076,44,3
"CCC","2014B",633178,730014,220,1
"GGG","2014B",599276,798622,146,4
"EEE","2014B",2632165,790740,191,2
"FFF","2014B",633403,779671,68,1
"CCC","2014B",385387,729678,232,1
"BBB","2014B",624997,768348,1,1
"FFF","2014B",634254,779728,15,1
"DDD","2014B",594078,772705,63,1
"DDD","2014B",600891,772734,214,1
"CCC","2014B",578958,729671,-8,2
"CCC","2014B",575824,730014,9,1
"DDD","2014B",606884,772729,129,2
"GGG","2014B",620915,798622,157,1
"FFF","2014B",546071,779264,207,1
"FFF","2014B",484075,779635,126,1
"FFF","2014B",628058,779089,141,3
"FFF","2014B",581520,779075,10,4
"DDD","2014B",2595730,772705,37,4
"CCC","2014B",592776,729787,17,9
"FFF","2014B",485780,779265,214,1
"DDD","2014B",620159,773234,-15,2
"GGG","2014B",344098,798622,89,9
"CCC","2014B",2433221,730014,94,1
"FFF","2014B",617998,779449,96,1
"CCC","2014B",628157,729671,73,1
"GGG","2014B",632485,798681,209,6
"FFF","2014B",617382,779351,47,1
"DDD","2014B",1671761,773101,77,1
"CCC","2014B",361410,729797,175,22
"GGG","2014B",630108,798754,221,1
"FFF","2014B",509292,779268,92,1
"FFF","2014B",632306,779078,61,1
"FFF","2014B",613952,779089,10,24
"BBB","2014B",628180,768330,16,2
"FFF","2014B",614163,779671,226,1
"CCC","2014B",2526493,729797,-15,3
"CCC","2014B",2134304,730016,-11,1
"DDD","2014B",624052,772990,-18,1
"BBB","2014B",535077,768419,193,1
"FFF","2014B",382857,779075,34,1
"FFF","2014B",626326,779075,38,1
"EEE","2014B",469861,790934,122,1
"FFF","2014B",624586,779349,33,3
"CCC","2014B",623290,729788,136,1
"DDD","2014B",603690,773002,21,1
"DDD","2014B",536941,772729,171,2
"DDD","2014B",627322,773204,2,1
"EEE","2014B",592372,790921,3,1
"DDD","2014B",630818,773151,85,1
"FFF","2014B",585921,779449,141,1
"EEE","2014B",632074,790819,59,1
"CCC","2014B",545740,730007,213,1
"FFF","2014B",268845,779347,43,7
"FFF","2014B",2257112,779431,24,3
"EEE","2014B",481618,790732,163,4
"GGG","2014B",610398,798675,79,6
"DDD","2014B",580912,773372,228,1
"EEE","2014B",610234,790738,10,2
"EEE","2014B",329455,790861,111,1
"FFF","2014B",160472,779647,20,1
"BBB","2014B",622132,768783,27,1
"CCC","2014B",949548,729815,131,5
"BBB","2014B",1864697,768336,24,1
"CCC","2014B",558616,730006,2,1
"FFF","2014B",602854,779089,222,11
"EEE","2014B",622425,790838,52,3
"CCC","2014B",633250,729785,200,17
"DDD","2014B",623073,772705,93,5
"FFF","2014B",626828,779652,104,1
"DDD","2014B",631131,773069,145,2
"FFF","2014B",626801,779089,-13,3
"CCC","2014B",622773,730088,108,1
"BBB","2014B",172137,768393,17,1
"DDD","2014B",628915,772733,52,4
"EEE","2014B",519258,790934,30,1
"CCC","2014B",1781834,729677,143,1
"BBB","2014B",485180,768780,103,1
"EEE","2014B",581257,790732,16,4
"CCC","2014B",521051,729671,49,1
"CCC","2014B",242858,729671,25,4
"FFF","2014B",472120,779260,32,1
"FFF","2014B",606977,779671,51,4
"BBB","2014B",622345,768348,26,7
"GGG","2014B",543910,798622,123,4
"DDD","2014B",601956,773008,124,4
"FFF","2014B",626530,779668,10,1
"DDD","2014B",618295,773008,152,11
"CCC","2014B",633250,730017,-14,2
"BBB","2014B",623406,768393,44,2
"DDD","2014B",593607,773295,38,1
"FFF","2014B",612538,779259,27,1
"DDD","2014B",632793,772737,71,2
"DDD","2014B",624789,773059,19,1
"CCC","2014B",253859,729789,12,2
"EEE","2014B",623250,790863,149,5
"DDD","2014B",1962854,772998,185,1
"DDD","2014B",603302,773030,174,1
"FFF","2014B",134851,779263,207,1
"CCC","2014B",2488713,729671,3,2
"DDD","2014B",593607,773161,226,1
"CCC","2014B",467230,729789,18,1
"BBB","2014B",614629,768334,148,1
"FFF","2014B",622686,779351,55,25
"DDD","2014B",622175,773195,52,1
"DDD","2014B",625263,773399,-7,1
"BBB","2014B",620889,768336,19,1
"CCC","2014B",631473,729678,25,1
"EEE","2014B",588765,790854,35,1
"CCC","2014B",475945,729676,63,1
"BBB","2014B",632503,768348,199,4
"DDD","2014B",633368,772729,15,3
"GGG","2014B",614893,798622,8,11
"BBB","2014B",618258,768517,91,1
"EEE","2014B",595808,790732,67,1
"FFF","2014B",407500,779075,155,3
"DDD","2014B",630613,773160,148,1
"DDD","2014B",544587,773343,51,1
"CCC","2014B",550092,730007,107,1
"DDD","2014B",583053,772729,21,4
"FFF","2014B",572154,779265,208,1
"FFF","2014B",628443,779075,41,9
"CCC","2014B",1474869,730132,31,1
"FFF","2014B",627679,779452,-12,5
"EEE","2014B",1661805,790738,3,2
"CCC","2014B",527826,729677,134,4
"BBB","2014B",604962,768348,230,5
"GGG","2014B",563301,798831,158,1
"EEE","2014B",619928,790737,61,1
"FFF","2014B",2619719,779080,-6,1
"BBB","2014B",598451,768351,18,1
"CCC","2014B",512475,729785,204,6
"EEE","2014B",626407,790921,98,1
"FFF","2014B",629873,779671,157,1
"FFF","2014B",277577,779089,120,2
"GGG","2014B",614892,798762,59,1
"FFF","2014B",553160,779260,35,1
"DDD","2014B",385927,773251,53,1
"FFF","2014B",547884,779265,227,1
"CCC","2014B",605688,729822,53,2
"DDD","2014B",548292,773030,41,1
"GGG","2014B",625376,798622,112,6
"FFF","2014B",485780,779433,177,2
"EEE","2014B",2376512,790861,106,3
"FFF","2014B",632316,779670,85,1
"DDD","2014B",2648035,773419,63,1
"EEE","2014B",602721,790732,70,1
"FFF","2014B",609171,779620,-3,2
"BBB","2014B",566181,768771,38,1
"FFF","2014B",625361,779652,87,3
"BBB","2014B",485180,768376,34,1
"BBB","2014B",625724,768351,60,7
"EEE","2014B",996047,790862,166,7
"EEE","2014B",627471,790829,193,21
"BBB","2014B",622982,768348,19,6
"CCC","2014B",2211797,729678,149,3
"DDD","2014B",1612600,772736,226,3
"BBB","2014B",597316,768340,5,3
"DDD","2014B",630137,773182,4,2
"CCC","2014B",585393,730016,-4,1
"FFF","2014B",559876,779343,89,17
"DDD","2014B",625427,772997,76,1
"DDD","2014B",569944,772735,66,1
"FFF","2014B",624772,779351,29,5
"CCC","2014B",583192,729671,88,2
"DDD","2014B",571397,772705,41,6
"CCC","2014B",383372,730031,229,1
"DDD","2014B",534201,772734,139,3
"DDD","2014B",634681,772729,30,2
"FFF","2014B",571190,779260,59,1
"EEE","2014B",589260,790845,116,3
"GGG","2014B",301498,798622,0,1
"DDD","2014B",619297,772998,197,8
"FFF","2014B",616789,779653,15,3
"CCC","2014B",2032058,730010,16,1
"BBB","2014B",588302,768348,26,1
"DDD","2014B",626348,772994,133,2
"FFF","2014B",485312,779671,43,4
"DDD","2014B",609852,772729,46,27
"BBB","2014B",533527,768348,193,5
"EEE","2014B",2647314,790740,134,13
"FFF","2014B",622686,779653,6,1
"EEE","2014B",633544,790862,32,10
"CCC","2014B",357176,729677,122,1
"FFF","2014B",488386,779343,128,1
"DDD","2014B",472284,772729,116,2
"BBB","2014B",631724,768351,-3,2
"FFF","2014B",630966,779410,195,13
"CCC","2014B",2419115,729790,-2,102
"FFF","2014B",629692,779433,226,2
"FFF","2014B",256740,779075,10,1
"FFF","2014B",2525633,779653,42,2
"CCC","2014B",2545113,729794,124,1
"FFF","2014B",342125,779260,193,1
"CCC","2014B",625527,729676,7,1
"DDD","2014B",621457,772705,228,3
"FFF","2014B",383921,779265,164,50
"CCC","2014B",630012,729789,5,146
"CCC","2014B",315728,730007,118,2
"FFF","2014B",631719,779075,-2,9
"CCC","2014B",495320,730035,185,1
"EEE","2014B",2647314,790855,208,24
"EEE","2014B",156594,790861,105,20
"CCC","2014B",2056643,729676,73,1
"DDD","2014B",558629,772705,66,5
"DDD","2014B",355309,773244,158,1
"FFF","2014B",317394,779075,11,3
"BBB","2014B",628423,768393,208,1
"EEE","2014B",634193,790838,106,1
"CCC","2014B",1568828,730035,132,3
"CCC","2014B",1560205,729797,-15,2
"EEE","2014B",629753,790921,131,1
"BBB","2014B",60830,768351,130,2
"FFF","2014B",2697885,779385,34,4
"EEE","2014B",628777,790834,76,1
"CCC","2014B",540686,729791,209,1
"FFF","2014B",467582,779386,61,3
"GGG","2014B",634369,798682,189,11
"DDD","2014B",2172136,772987,22,7
"FFF","2014B",617010,779089,31,8
"BBB","2014B",602991,768348,214,6
"CCC","2014B",374756,729788,188,1
"BBB","2014B",617225,768341,66,1
"FFF","2014B",602854,779075,197,1
"FFF","2014B",2410519,779259,1,1
"EEE","2014B",1894419,790732,171,2
"EEE","2014B",566422,790923,18,1
"BBB","2014B",631109,768331,196,1
"CCC","2014B",2088765,729801,123,1
"FFF","2014B",559876,779620,86,1
"FFF","2014B",617318,779263,168,1
"DDD","2014B",325044,773359,23,1
"FFF","2014B",627860,779263,221,1
"FFF","2014B",402502,779423,196,1
"CCC","2014B",632554,730035,12,5
"FFF","2014B",633717,779369,95,13
"DDD","2014B",631639,773152,57,5
"FFF","2014B",618216,779620,5,4
"CCC","2014B",551115,729813,45,3
"FFF","2014B",612248,779749,136,1
"BBB","2014B",629835,768379,146,1
"DDD","2014B",618968,773001,24,1
"GGG","2014B",599467,798637,190,1
"FFF","2014B",600702,779089,141,9
"CCC","2014B",527826,729779,37,2
"EEE","2014B",525332,790924,40,1
"CCC","2014B",525332,729671,40,2
"CCC","2014B",521614,730027,81,1
"FFF","2014B",628841,779374,28,17
"FFF","2014B",493760,779089,200,2
"FFF","2014B",625828,779447,19,10
"CCC","2014B",631473,729683,25,1
"CCC","2014B",623797,729671,33,2
"BBB","2014B",626555,768484,213,1
"DDD","2014B",598179,773008,158,8
"CCC","2014B",432718,729790,17,1
"CCC","2014B",583032,729791,220,1
"DDD","2014B",546654,773141,2,1
"EEE","2014B",627399,790866,136,9
"DDD","2014B",268915,772705,33,2
"GGG","2014B",159571,798620,33,2
"CCC","2014B",383140,729844,28,2
"FFF","2014B",600388,779671,213,2
"BBB","2014B",617225,768340,30,2
"FFF","2014B",420042,779639,200,1
"CCC","2014B",600987,729823,40,1
"FFF","2014B",632895,779265,149,30
"FFF","2014B",1398489,779645,225,3
"CCC","2014B",622386,729788,137,1
"FFF","2014B",624556,779625,24,2
"DDD","2014B",2436400,772729,49,2
"FFF","2014B",379107,779089,88,1
"CCC","2014B",548677,729788,136,1
"EEE","2014B",555022,790922,-18,9
"FFF","2014B",625306,779076,171,2
"GGG","2014B",620317,798636,222,14
"FFF","2014B",133322,779613,81,2
"FFF","2014B",626103,779384,97,1
"BBB","2014B",1957682,768336,98,1
"EEE","2014B",633746,790934,67,1
"CCC","2014B",582879,729787,18,4
"CCC","2014B",554951,730113,154,1
"CCC","2014B",29764,730079,122,1
"CCC","2014B",563819,729683,19,4
"CCC","2014B",634853,730051,-2,1
"CCC","2014B",537622,729789,-18,1
"FFF","2014B",2561862,779343,176,7
"BBB","2014B",622345,768336,201,8
"BBB","2014B",633245,768348,25,1
"EEE","2014B",626877,790862,31,8
"BBB","2014B",556877,768334,122,1
"BBB","2014B",396799,768351,146,2
"FFF","2014B",1744817,779075,25,1
"CCC","2014B",559157,730075,96,1
"EEE","2014B",497580,790934,139,1
"FFF","2014B",634636,779089,118,1
"CCC","2014B",178496,729671,50,2
"CCC","2014B",523710,729789,13,1
"CCC","2014B",626183,729671,142,6
"FFF","2014B",618744,779259,1,221
"EEE","2014B",635041,790737,213,14
"DDD","2014B",67781,773194,61,1
"FFF","2014B",402806,779420,204,2
"FFF","2014B",624751,779260,34,2
"GGG","2014B",609297,798737,97,1
"DDD","2014B",367646,772999,99,1
"FFF","2014B",619410,779075,1,5
"FFF","2014B",628361,779694,46,1
"DDD","2014B",624585,772705,58,1
"FFF","2014B",368675,779447,37,3
"CCC","2014B",571776,730016,83,1
"GGG","2014B",630788,798668,198,1
"CCC","2014B",585709,729671,168,3
"EEE","2014B",622037,790820,2,3
"BBB","2014B",363110,768351,196,1
"DDD","2014B",2077023,773008,130,3
"CCC","2014B",573558,729809,156,3
"FFF","2014B",602854,779076,40,1
"CCC","2014B",2211797,729782,191,1
"FFF","2014B",612638,779652,14,2
"CCC","2014B",565399,729785,170,28
"FFF","2014B",614801,779584,-14,2
"FFF","2014B",505017,779678,227,1
"FFF","2014B",278155,779402,206,9
"EEE","2014B",329455,790808,15,1
"CCC","2014B",540686,729678,197,2
"BBB","2014B",397747,768348,123,6
"BBB","2014B",294513,768340,65,1
"FFF","2014B",614764,779080,29,1
"CCC","2014B",595781,730007,215,1
"CCC","2014B",528892,729788,136,1
"CCC","2014B",566428,730078,150,1
"DDD","2014B",622541,772729,-5,2
"DDD","2014B",2503273,772998,190,3
"EEE","2014B",592666,790866,147,1
"FFF","2014B",228138,779259,46,30
"DDD","2014B",631851,773009,62,1
"DDD","2014B",597839,772705,122,1
"DDD","2014B",574909,772987,100,12
"CCC","2014B",606665,730010,189,1
"FFF","2014B",634429,779391,87,11
"FFF","2014B",566460,779623,51,2
"CCC","2014B",544839,730132,144,1
"BBB","2014B",567048,768381,149,10
"EEE","2014B",2577893,790732,89,3
"CCC","2014B",608904,730083,75,2
"CCC","2014B",1888343,729790,22,56
"GGG","2014B",632936,798831,11,1
"CCC","2014B",2178929,729671,154,1
"DDD","2014B",2503273,773359,45,2
"EEE","2014B",1789319,790821,121,12
"FFF","2014B",351181,779076,140,2
"FFF","2014B",606407,779452,66,1
"EEE","2014B",633998,790732,63,2
"EEE","2014B",621906,790738,17,1
"FFF","2014B",632044,779078,25,5
"GGG","2014B",627217,798622,140,12
"DDD","2014B",445145,773389,137,1
"GGG","2014B",447475,798620,63,2
"FFF","2014B",630924,779259,23,1
"FFF","2014B",2492787,779652,85,2
"EEE","2014B",626296,790866,146,3
"GGG","2014B",447475,798622,224,2
"CCC","2014B",628086,729671,159,3
"FFF","2014B",601735,779342,187,5
"CCC","2014B",365993,730019,16,1
"CCC","2014B",560951,730018,-6,1
"FFF","2014B",627061,779385,28,6
"BBB","2014B",630876,768393,9,1
"DDD","2014B",627322,772729,37,1
"DDD","2014B",2637219,773455,15,2
"CCC","2014B",599958,730052,183,1
"BBB","2014B",541769,768348,78,19
"FFF","2014B",505017,779075,33,1
"BBB","2014B",627094,768393,2,2
"CCC","2014B",588125,730012,17,1
"CCC","2014B",1534494,730016,-2,1
"FFF","2014B",195515,779259,20,18
"FFF","2014B",609891,779076,171,1
"EEE","2014B",574508,790732,138,6
"FFF","2014B",431987,779076,156,2
"GGG","2014B",605556,798757,221,1
"FFF","2014B",342234,779465,143,1
"DDD","2014B",586347,772994,122,8
"BBB","2014B",467580,768484,191,1
"GGG","2014B",623831,798636,142,6
"FFF","2014B",632044,779089,2,9
"BBB","2014B",189035,768378,93,7
"FFF","2014B",615225,779268,80,1
"FFF","2014B",606407,779332,66,11
"DDD","2014B",2261142,772729,14,1
"CCC","2014B",234740,729671,17,2
"FFF","2014B",617976,779653,16,3
"FFF","2014B",1875728,779346,170,5
"CCC","2014B",410203,729671,13,3
"FFF","2014B",402806,779075,102,3
"EEE","2014B",555022,790934,43,2
"FFF","2014B",618005,779670,-18,1
"CCC","2014B",555706,729826,56,1
"FFF","2014B",626692,779671,54,1
"BBB","2014B",612721,768348,4,1
"FFF","2014B",618293,779260,174,1
"CCC","2014B",529025,730130,33,1
"DDD","2014B",629822,773030,142,1
"FFF","2014B",190418,779716,147,1
"EEE","2014B",621906,790738,33,2
"CCC","2014B",2620636,729671,8,3
"BBB","2014B",571540,768771,-4,1
"EEE","2014B",541003,790737,55,3
"CCC","2014B",606724,729671,127,1
"EEE","2014B",575777,790816,176,3
"EEE","2014B",625476,790921,12,1
"FFF","2014B",46148,779427,47,1
"FFF","2014B",634820,779665,52,1
"EEE","2014B",631453,790732,106,4
"CCC","2014B",551115,729676,18,12
"FFF","2014B",367898,779089,157,1
"FFF","2014B",621998,779261,70,19
"GGG","2014B",29985,798622,178,2
"CCC","2014B",445917,729781,227,1
"DDD","2014B",1763186,773422,102,1
"CCC","2014B",558914,730035,117,1
"FFF","2014B",632588,779089,136,5
"CCC","2014B",553394,730035,27,1
"FFF","2014B",613865,779665,129,2
"CCC","2014B",397506,729671,215,5
"EEE","2014B",585393,790830,-16,1
"CCC","2014B",385387,729791,199,5
"FFF","2014B",565373,779418,108,1
"DDD","2014B",558629,773008,137,7
"GGG","2014B",624912,798669,83,1
"DDD","2014B",589963,773008,121,2
"CCC","2014B",625476,729671,64,1
"FFF","2014B",600388,779089,43,5
"FFF","2014B",631467,779089,199,9
"DDD","2014B",624839,772998,193,1
"CCC","2014B",2545113,729794,124,2
"FFF","2014B",412695,779670,23,1
"FFF","2014B",634820,779075,5,3
"FFF","2014B",612540,779089,103,1
"DDD","2014B",226895,773028,112,1
"BBB","2014B",613703,768351,-5,2
"BBB","2014B",631515,768348,99,12
"BBB","2014B",630549,768378,93,1
"FFF","2014B",617805,779346,189,12
"EEE","2014B",578634,790828,128,3
"FFF","2014B",634260,779080,-3,5
"BBB","2014B",2446599,768393,26,1
"FFF","2014B",628307,779653,14,2
"FFF","2014B",622686,779089,52,1
"CCC","2014B",588274,729782,216,1
"CCC","2014B",589390,729671,138,2
"FFF","2014B",378809,779642,222,1
"FFF","2014B",388697,779075,38,1
"FFF","2014B",621464,779653,31,2
"DDD","2014B",356297,772705,81,1
"FFF","2014B",625349,779351,222,1
"CCC","2014B",413083,730135,159,1
"CCC","2014B",261265,729782,135,1
"CCC","2014B",532350,730035,137,6
"GGG","2014B",626372,798627,196,16
"FFF","2014B",617998,779089,41,5
"FFF","2014B",634426,779631,72,2
"CCC","2014B",351775,729680,196,1
"CCC","2014B",543475,729797,29,3
"CCC","2014B",126337,730135,-17,1
"BBB","2014B",2541388,768551,121,1
"CCC","2014B",625476,729790,47,1
"FFF","2014B",633219,779422,222,11
"BBB","2014B",629044,768336,12,1
"DDD","2014B",484762,773200,71,3
"CCC","2014B",175490,730077,227,1
"FFF","2014B",629267,779461,-13,1
"FFF","2014B",621881,779262,212,1
"EEE","2014B",623667,790934,113,1
"BBB","2014B",55968,768348,37,1
"DDD","2014B",607130,773455,-8,1
"CCC","2014B",571776,729683,141,1
"FFF","2014B",117510,779261,85,12
"CCC","2014B",539514,729671,13,2
"DDD","2014B",386671,773202,194,1
"FFF","2014B",402200,779647,22,2
"FFF","2014B",544140,779431,22,1
"CCC","2014B",133104,729683,178,1
"FFF","2014B",550903,779429,75,1
"BBB","2014B",381533,768348,49,1
"FFF","2014B",632947,779089,193,7
"DDD","2014B",631771,773154,166,1
"CCC","2014B",627399,730079,193,1
"BBB","2014B",397829,768378,109,1
"EEE","2014B",624782,790921,227,4
"BBB","2014B",466377,768348,14,23
"BBB","2014B",631515,768348,92,4
"FFF","2014B",626778,779075,60,7
"FFF","2014B",597761,779089,12,3
"DDD","2014B",595193,772705,15,2
"CCC","2014B",595986,730035,184,1
"CCC","2014B",595189,730052,66,1
"CCC","2014B",2211797,729790,144,1
"BBB","2014B",623935,768351,37,4
"EEE","2014B",2064873,790823,21,5
"FFF","2014B",367510,779259,49,55
"CCC","2014B",628527,730014,17,1
"EEE","2014B",585393,790934,112,4
"CCC","2014B",49119,729678,240,1
"EEE","2014B",619380,790853,215,1
"BBB","2014B",633208,768351,17,1
"CCC","2014B",630157,730035,132,4
"GGG","2014B",596513,798620,183,5
"CCC","2014B",587783,729671,134,2
"FFF","2014B",634260,779429,82,19
"DDD","2014B",623917,772705,237,1
"CCC","2014B",623780,729671,136,3
"CCC","2014B",617348,729683,9,6
"FFF","2014B",612549,779368,127,8
"EEE","2014B",632004,790823,28,1
"FFF","2014B",629739,779089,40,4
"FFF","2014B",617734,779089,221,15
"EEE","2014B",633270,790832,199,5
"BBB","2014B",633590,768348,102,11
"CCC","2014B",552498,729787,16,1
"DDD","2014B",525412,773347,229,2
"FFF","2014B",634209,779635,113,1
"CCC","2014B",536261,729671,4,2
"FFF","2014B",573549,779260,59,2
"CCC","2014B",500597,730068,26,1
"EEE","2014B",595100,790812,119,10
"DDD","2014B",387963,773139,166,1
"EEE","2014B",571128,790732,-9,14
"GGG","2014B",625446,798622,129,3
"FFF","2014B",116621,779619,23,1
"DDD","2014B",562708,772995,34,12
"GGG","2014B",577136,798669,59,3
"FFF","2014B",633840,779653,33,1
"FFF","2014B",589565,779075,8,10
"FFF","2014B",613952,779089,-2,1
"DDD","2014B",629877,773423,201,1
"EEE","2014B",625213,790813,165,1
"FFF","2014B",389759,779374,0,1
"FFF","2014B",499813,779075,229,2
"FFF","2014B",631913,779089,11,2
"DDD","2014B",2436400,772705,235,7
"DDD","2014B",625714,773313,2,2
"DDD","2014B",629877,772729,119,2
"DDD","2014B",583775,772729,122,2
"CCC","2014B",1891323,730113,118,1
"DDD","2014B",611910,772705,101,1
"DDD","2014B",620437,772729,139,2
"FFF","2014B",623554,779260,48,1
"FFF","2014B",2186992,779076,178,1
"CCC","2014B",473965,729781,200,1
"FFF","2014B",585454,779671,125,2
"CCC","2014B",578655,729671,217,12
"FFF","2014B",2606890,779382,158,1
"FFF","2014B",2561862,779527,69,1
"FFF","2014B",1738364,779449,164,1
"EEE","2014B",380921,790934,56,1
"FFF","2014B",605475,779263,211,2
"DDD","2014B",629710,773084,8,1
"GGG","2014B",483582,798670,66,1
"EEE","2014B",604172,790827,149,2
"DDD","2014B",474451,772994,115,2
"CCC","2014B",440323,729671,132,1
"CCC","2014B",509102,730035,25,1
"FFF","2014B",630966,779429,47,3
"CCC","2014B",131145,729810,58,1
"FFF","2014B",555929,779653,66,2
"CCC","2014B",578189,729844,28,6
"FFF","2014B",2659650,779089,-15,6
"EEE","2014B",633304,790835,-2,6
"DDD","2014B",551814,772705,197,2
"FFF","2014B",501421,779529,-18,1
"BBB","2014B",2659042,768351,196,8
"BBB","2014B",624406,768404,59,1
"BBB","2014B",604962,768349,15,1
"CCC","2014B",634671,730007,23,1
"CCC","2014B",485604,729789,13,1
"BBB","2014B",627244,768382,4,3
"FFF","2014B",550038,779261,66,1
"FFF","2014B",46148,779413,109,15
"FFF","2014B",559876,779798,185,1
"FFF","2014B",2516163,779438,211,34
"BBB","2014B",1864697,768336,17,2
"FFF","2014B",296904,779075,31,27
"BBB","2014B",523247,768343,167,2
"DDD","2014B",623917,772729,67,1
"EEE","2014B",620716,790732,152,5
"FFF","2014B",39882,779260,48,3
"DDD","2014B",1049036,773187,-17,3
"DDD","2014B",609573,772729,108,1
"GGG","2014B",617883,798622,7,3
"FFF","2014B",632513,779343,210,6
"DDD","2014B",626114,773165,212,1
"CCC","2014B",2548877,729789,204,2
"CCC","2014B",178496,730035,25,1
"DDD","2014B",480956,772705,105,4
"FFF","2014B",440559,779671,11,1
"CCC","2014B",475945,729674,193,2
"BBB","2014B",622345,768337,9,1
"BBB","2014B",570627,768340,156,4
"CCC","2014B",603832,730075,99,1
"FFF","2014B",620819,779088,163,1
"CCC","2014B",2171834,729671,36,1
"FFF","2014B",603539,779089,24,4
"FFF","2014B",339728,779429,49,7
"GGG","2014B",615327,798730,-5,1
"CCC","2014B",587906,729678,236,3
"DDD","2014B",634420,772990,23,1
"EEE","2014B",613122,790863,147,1
"EEE","2014B",485920,790732,129,1
"GGG","2014B",608221,798622,222,5
"FFF","2014B",632840,779089,85,1
"FFF","2014B",518359,779671,30,8
"CCC","2014B",623797,730014,213,4
"GGG","2014B",633683,798636,206,1
"FFF","2014B",2532785,779089,190,4
"BBB","2014B",429099,768484,116,1
"CCC","2014B",628383,729671,70,1
"CCC","2014B",517999,729683,163,1
"FFF","2014B",630015,779075,114,2
"FFF","2014B",634946,779675,0,1
"BBB","2014B",466377,768341,46,1
"FFF","2014B",631311,779368,216,1
"CCC","2014B",2617635,730035,-18,1
"FFF","2014B",383778,779089,-12,22
"DDD","2014B",620337,772994,128,4
"FFF","2014B",615225,779075,41,2
"FFF","2014B",611763,779384,17,30
"BBB","2014B",1611973,768378,110,1
"BBB","2014B",635113,768376,45,3
"DDD","2014B",2503273,773084,3,2
"CCC","2014B",1876636,729678,11,10
"FFF","2014B",624763,779651,186,2
"DDD","2014B",528699,772705,-18,5
"FFF","2014B",627307,779259,196,1
"DDD","2014B",572924,772705,156,2
"GGG","2014B",592001,798669,75,10
"CCC","2014B",582087,729815,117,3
"GGG","2014B",480590,798622,71,14
"FFF","2014B",315850,779447,115,1
"BBB","2014B",470331,768340,60,2
"DDD","2014B",631439,773125,182,2
"CCC","2014B",591738,729683,3,1
"FFF","2014B",631719,779078,-5,3
"DDD","2014B",306944,772729,45,2
"FFF","2014B",371168,779076,22,5
"CCC","2014B",585393,729787,8,6
"FFF","2014B",492088,779630,185,1
"BBB","2014B",467303,768351,159,2
"FFF","2014B",612539,779391,53,14
"EEE","2014B",632389,790835,8,4
"CCC","2014B",543678,730031,208,1
"BBB","2014B",334565,768348,120,4
"FFF","2014B",629386,779075,5,27
"FFF","2014B",2606890,779412,89,1
"FFF","2014B",391114,779362,193,21
"GGG","2014B",359645,798635,70,1
"CCC","2014B",543571,729789,-18,1
"CCC","2014B",631455,730035,61,1
"DDD","2014B",623073,772729,46,22
"FFF","2014B",611798,779075,5,1
"FFF","2014B",571190,779620,213,5
"FFF","2014B",630177,779270,203,2
"FFF","2014B",632588,779349,17,15
"FFF","2014B",626419,779075,2,1
"EEE","2014B",599341,790809,197,1
"FFF","2014B",625977,779342,226,3
"CCC","2014B",548677,729815,116,1
"FFF","2014B",391114,779259,44,2
"EEE","2014B",589260,790732,113,1
"CCC","2014B",540686,729683,135,2
"DDD","2014B",285412,772705,14,4
"FFF","2014B",1627052,779089,233,2
"GGG","2014B",630108,798622,98,4
"CCC","2014B",1568828,730066,221,2
"DDD","2014B",1939179,773121,164,3
"FFF","2014B",630868,779369,98,14
"CCC","2014B",632506,729683,88,3
"EEE","2014B",618606,790845,141,11
"FFF","2014B",595978,779262,205,1
"FFF","2014B",630488,779354,146,2
"CCC","2014B",599275,729813,44,2
"CCC","2014B",432278,729671,9,3
"FFF","2014B",627417,779398,63,2
